"","ex1_GFP_Rep2_Chip20","ex1_GFP_IFNB1_Rep1_Chip20","ex1_GFP_IFNB1_Rep2_Chip20","ex1_NS5_Rep1_Chip20","ex1_NS5_Rep2_Chip20","ex1_NS5_INFNB1_Rep1_Chip20","ex1_NS5_INFNB1_Rep2_Chip20","ex1_GFP_Rep1_Chip21","ex1_GFP_Rep2_Chip21","ex1_GFP_IFNB1_Rep1_Chip21","ex1_NS5_Rep1_Chip21","ex1_NS5_Rep2_Chip21","ex1_NS5_INFNB1_Rep1_Chip21","ex1_NS5_INFNB1_Rep2_Chip21"
"ABCG2",5.15887836996521,5.46756079560504,5.15887836996521,5.42235038357396,5.35718788162052,5.18314598290007,5.11258380598738,5.18827501827398,5.54874144060275,4.68949183241597,5.29805782052828,5.56449190839496,5.27254232472385,5.62563329947252
"ABHD10",3.68249973810339,3.8799163701193,3.92104243315264,3.7706039741899,3.71701735578549,3.98200667212647,3.89441479253697,4.1200022971678,3.99461859240264,4.32143099475026,4.21758148981776,3.98445731227863,3.40416532320429,3.85710531315455
"ABHD11",3.27536307257635,3.57426558194065,3.50324421333332,3.26409197759464,3.43589548777942,3.75640429998858,3.53543133840586,3.62502613830208,3.6867053363586,3.32524603391061,3.63472790971325,3.77323382197082,3.53972352774958,3.51700594614394
"ABHD12",6.51906864431591,6.56413760439283,6.41251740729309,6.50341526883764,6.72200253024218,6.37923124930627,6.60122796717296,6.3794408041081,6.310214683516,6.38660531153365,6.26671508931454,6.49830164874826,6.64518269387102,6.23223050810434
"ABHD13",3.23403485842268,3.70968792367441,3.3707885869099,3.36062062994094,2.99143355187721,2.80759167393994,3.17280897041616,3.8872430235841,3.18423309385891,3.70968792367441,3.67129408087836,2.99217149587631,2.99640449359992,3.82660004482491
"ABHD14A",1.59264058876611,1.67871977406521,1.74721195840159,1.2307133278848,1.92308382971201,1.51147425272751,1.64054490190138,1.81626511696717,1.65955230631794,1.39624435114433,1.91986192554427,1.08601957010517,1.69451969955565,1.6515546698727
"ABHD14B",3.41353323621482,3.36960197196265,3.22425583377176,3.43363996773535,3.37337641551004,3.35824690807723,3.35824690807723,3.53972352774958,3.6867053363586,3.67530013553449,3.36062062994094,3.3443270920756,3.23270714802905,3.6224783867596
"ABHD15",4.34980718803459,4.22459188977373,4.36875118571413,4.30718402474603,4.35306010014194,4.45136702801358,4.52485635886078,4.51787702821187,4.37861512016937,4.66853303353638,4.72197192961865,4.60635879001759,4.18489014798883,4.71914332320696
"ABHD16A",4.22459188977373,4.39411660691039,4.27579980925912,4.25530964928181,4.41675320378762,4.34742303167575,4.32143099475026,4.20216949576403,4.40933438136089,4.34549915888094,4.64723113987457,4.01080716712287,4.48202998625041,4.227664937721
"ABHD16B",1.71155729574315,1.81982627307059,1.91676259376337,0.887050704301793,1.1779162913328,1.79536210808092,2.07955545779138,2.15869593981069,1.65955230631794,1.66720483809559,2.01866796606191,1.48572380980574,1.99461740626531,1.77811779261097
"ABHD2",6.37574766582737,6.60030395488679,6.40575295452545,6.44074165260556,6.44320307045563,6.57357586345624,6.58857733877437,6.78118477007942,6.84010017740379,6.441906803323,6.5879580047256,6.63753154727667,6.49202950024894,6.40941996806917
"ABHD3",4.68707774825086,4.71724244260505,4.53427107761274,4.60581666079433,4.52043047813133,4.54789530202816,4.32143099475026,4.49076890328813,3.95352672782241,4.26568401338473,4.64723113987457,4.84512485050641,4.59026023197646,4.53802479879157
"ABHD4",6.45973876735532,6.21623812768149,6.40575295452545,6.30076466627577,6.46262797231727,6.42431046138622,6.32072319080489,6.50279092900055,6.3768337137225,6.10325326795329,6.20000014330831,6.17728315912038,6.2947857755599,6.13691489161989
"ABHD5",4.72241839192684,4.62769324082736,4.71374415465652,4.59844126132815,4.70298602301736,4.77902705304705,4.6285028966111,4.14689077231815,4.67634634052959,4.19422115214496,4.94994213227889,4.46014479854911,4.27296408156001,4.48202998625041
"ABHD6",3.07397790100733,3.20775296033551,3.125284675277,3.3101504443516,3.35824690807723,3.46976781913897,3.29686662224828,3.66053699359788,2.89320598858578,3.27536307257635,3.40706409002659,3.70328107496756,3.95722902038373,3.73457277666611
"ABHD8",2.62626276419999,2.62626276419999,2.98987859148011,2.64295419977633,2.88763650202346,2.50485315023786,2.71773179493553,2.81691518511614,2.23284029788937,2.69140271069553,2.78727290898421,2.4281575812127,2.70847966557045,2.54968815563112
"ABI1",7.11295900186776,6.98228368662843,7.09158465153722,6.8030354184237,7.05637420636054,7.01732919090351,7.02015339720119,6.86927179085215,6.94967509134921,7.1418416230698,7.16355859820141,6.71882915327227,7.16266006407526,6.89968473780998
"ABI2",4.91513735763837,5.12326070696965,5.02572624176171,4.82935773732761,4.99726524655709,4.87512507995568,4.49848550962062,4.43839259813502,4.67634634052959,5.16223249667525,4.94994213227889,4.94746865876959,4.89769651267378,4.80010043545847
"ABI3BP",1.59264058876611,1.64054490190138,1.67122042314245,1.88997180726516,1.67497970099358,1.32414693268484,1.47119708591301,1.81626511696717,1.97647928582625,1.66720483809559,1.39030456407497,1.08601957010517,1.1779162913328,1.50927010433163
"ABL1",6.78118477007942,6.91585473156991,6.95425211290379,6.84561514617229,6.87952704095605,7.3278453209425,6.90866748867366,6.93707248608049,6.66022040626495,6.75525207969782,6.70962039369362,6.85790498345071,6.54052162436698,6.93452822277648
"ABL2",5.39105747118613,5.4799629404472,5.48728282175168,5.49082607505088,5.3937026562045,5.65363588877891,5.40563175591157,5.21421642280654,5.41207786615047,5.37969407315488,5.10922484916312,5.5534568789682,5.47912676388961,5.74828128409503
"ABLIM1",4.47453434146086,4.54685726694297,4.59051054448913,4.55247495647042,4.52813978574929,4.62931255239484,4.6590910286137,4.30008507693346,4.40933438136089,4.48202998625041,4.62984194977383,4.64773476793458,3.89281156600427,4.25530964928181
"ABLIM3",1.71155729574315,1.50927010433163,2.06067543924229,1.88997180726516,1.97647928582625,1.04818409837032,1.69451969955565,2.44925159062714,1.26468313996329,2.02466964832479,1.67122042314245,1.6515546698727,1.1779162913328,0.817783834962221
"ABRACL",5.72626877604338,5.67377711019194,5.36049837880109,5.77033404622945,6.05956437981922,6.02043350185705,5.72750979892585,5.60918200659374,5.51925898113884,5.68175902537835,6.00199824316595,5.72876349334634,5.60020558976912,5.67366064719801
"ABT1",5.22273982506479,5.14878629927968,5.27060006328805,5.11443882034171,5.25211957084791,4.82804972288612,5.10551341598876,5.15887836996521,5.3876950062523,5.03603385924484,5.22536288044163,5.60504129641632,5.3694628061928,5.27382325118724
"ABTB1",2.98191667129266,3.20775296033551,3.52730776606979,3.28350680369678,3.88598808355413,3.44202029511433,3.69746247369485,2.66801294551669,3.36062062994094,3.46404671691369,2.90815309989472,3.48691435844045,3.40416532320429,3.27536307257635
"ABTB2",5.2109897937595,5.71566858477538,5.58617674079867,5.25518008593015,5.3694628061928,5.53574282110301,5.42527333809267,5.64045245537109,5.27125782450877,5.37969407315488,5.3592874059644,5.42964607192997,4.98305431232463,5.38075764847855
"ACAA1",5.22273982506479,5.24216787780447,5.05174285777982,4.9798837143617,4.87512507995568,5.20886303442025,5.17782075145766,5.22827500333939,5.25676105041665,5.14196670840229,5.40938937237558,5.36797601279746,5.0484187452908,5.42022839873765
"ACAA2",6.62038129825783,6.56923456633122,6.8186789593064,6.68056381929712,6.66022040626495,6.50408584522201,6.55729416329632,6.56849705876874,6.36670662868395,6.49202950024894,6.38796486580185,6.30626445076306,6.11975332639027,6.42509058681545
"ACACA",5.43850403980053,5.25287785145916,5.2095107222272,5.25518008593015,5.26248867238519,5.38558476837158,5.55948307145915,5.49248328853056,5.39756665871725,4.9798837143617,5.27446127491931,5.57510278729428,5.40593514707789,5.72348733566057
"ACACB",3.97611907126668,3.74602247730826,4.01193923184471,3.81360279399821,3.95352672782241,4.02711578252602,3.91684989688597,3.8872430235841,3.95352672782241,3.84972982163548,3.86509173736111,4.37375958520254,4.21224987642892,4.16223925188065
"ACAD10",3.18278940550856,3.20775296033551,3.125284675277,3.48822532603712,2.99143355187721,3.67530013553449,2.98031227141202,3.53972352774958,3.12218050392321,2.87742960172233,3.12218050392321,3.48691435844045,3.40416532320429,3.43703525696155
"ACAD11",3.21639958908658,2.75481136530859,2.95622604530033,3.32399217590739,2.52211162853995,3.14021383421192,2.80759167393994,3.36062062994094,3.12218050392321,2.75308049004115,2.78727290898421,3.52512611261012,3.05460403152985,2.8178455889955
"ACAD8",3.85920577119569,3.73728051580246,3.48943853672873,3.26409197759464,3.65202632023031,3.91929749626818,3.48822532603712,3.69651321402975,3.63582322013607,3.70968792367441,3.57426558194065,3.63059237888979,3.82027572156302,3.82660004482491
"ACAD9",4.07746149283967,3.98283044739851,4.06215416193992,4.09836767130704,4.32143099475026,4.36875118571413,4.28434413989219,4.00270823809699,4.37861512016937,3.81194875646046,4.37405212777847,4.25042790620876,4.21224987642892,4.00270823809699
"ACADM",4.8094735749841,4.5900099194638,4.49929597473639,4.70298602301736,4.37437341737624,4.61105739672076,4.59481436988533,4.51787702821187,4.62957725108433,4.32143099475026,4.66421694798672,4.50296821053564,3.92344553036678,4.27731802512109
"ACADS",2.35764490535285,2.28118138040641,2.95622604530033,2.93432157152867,3.11795556297801,2.7774219536434,2.7774219536434,2.99640449359992,2.33277264909417,2.69140271069553,2.64295419977633,3.10897101603716,2.44228617394249,3.35824690807723
"ACADSB",3.03528722692277,3.02033359917188,3.17684430907649,2.75481136530859,3.08930422486012,3.35824690807723,2.91718201733988,2.99640449359992,3.42361828849408,3.12218050392321,3.57426558194065,3.10897101603716,2.78642377189499,2.87553519528742
"ACADVL",5.60080126516103,5.38522233109908,5.45888247217541,5.38979814172215,5.46176778721073,5.57534576636295,5.40563175591157,5.55985394520065,5.47646693242206,5.42703601534689,5.70680477087306,5.60504129641632,5.64754854240955,5.12075599029918
"ACAP1",2.33277264909417,2.53133012882572,2.33277264909417,2.57981094057605,2.52211162853995,2.63090064716939,2.58185509874811,2.25133563872504,2.43051800981801,2.1365598154784,2.23811668887148,2.00543131472581,2.62626276419999,2.39378953557186
"ACAP2",3.84879371098749,4.03581749865114,3.6920513083197,3.54773987794542,3.76752480830088,3.91929749626818,3.45218633605478,3.91929749626818,4.03048077771726,3.91929749626818,4.27927642937934,3.70328107496756,3.77804762640985,4.09457108024026
"ACAP3",2.09198697220608,2.15869593981069,2.33277264909417,1.95541610312759,2.18191295383692,2.25939553508317,1.88997180726516,2.25133563872504,2.33277264909417,2.75308049004115,1.52614471441113,2.00543131472581,2.10733084074487,2.46656540221786
"ACAT1",5.64937620918841,5.36752032076579,5.71194965692732,5.9712052573598,5.76773972047312,5.83820171883849,5.85459351334865,5.74518259769275,5.46283411893259,5.65683154929912,5.63444349470917,5.78973640224779,5.63444349470917,5.47258270596784
"ACAT2",5.69319860493488,5.76383688809067,5.55788622497224,5.56088183819696,5.8276647046502,6.07185464638263,5.64509002323245,5.53859299800744,6.01263437651114,5.4799629404472,6.08354196333019,5.29667253027693,5.58549748945449,5.87179115272875
"ACBD3",6.71304400821114,6.54616560880727,6.78294846111763,6.55928871879706,6.38721861514078,6.12626415197736,6.24308146264468,6.67831169470433,6.44513337761116,6.74760622888615,6.89265723640714,6.60220854986745,6.55683060170554,6.29277650416063
"ACBD4",3.62021284847573,3.93634689122716,3.74894296823626,3.3443270920756,3.9111896102038,3.63880518530739,3.69746247369485,3.80296912059269,3.73728051580246,3.74602247730826,3.40706409002659,4.0698470357199,3.89281156600427,4.03502276615166
"ACBD5",6.33346297404685,6.29320921110202,6.37056949367144,6.3029613667969,6.04736549492229,6.1138172290041,6.17515722397284,6.42127053026001,6.3395228306233,6.53974968236686,6.33792149353168,6.22222309138487,6.18197177053324,6.16301039785884
"ACBD6",6.1380250333804,5.77033404622945,5.77128841199415,5.83820171883849,6.07876160104045,6.17083744730375,5.92104744956483,5.81878687683487,5.75777682594416,5.51638844453106,5.77264774723869,5.41834903834511,5.72337020754835,5.96068819793244
"ACBD7",1.51811600322338,1.00529215657191,1.43482640844742,1.65955230631794,0.721371082214433,0.944203518738247,1.07282447666234,1.06198676412154,1.06198676412154,1.39624435114433,1.80232639314518,0.283936879337404,1.37059564198419,0.541709419023894
"ACCS",1.88997180726516,1.67871977406521,1.24535872255899,2.33277264909417,2.30588370369673,2.11311669634734,2.01267998277632,2.35764490535285,1.48572380980574,2.1365598154784,1.03682858621244,2.33277264909417,1.99461740626531,1.6515546698727
"ACD",4.37346704262661,4.35306010014194,4.08945431835957,4.11698995605783,4.18751378287789,4.29691656789024,4.43209290509432,4.60929679828734,4.03048077771726,4.17084769393394,4.532651415502,4.0403560756225,4.27296408156001,4.61628662593719
"ACER2",4.27579980925912,4.13031542672542,3.88331051175164,4.05892102633355,4.01193923184471,4.05927061990775,4.1207774557932,4.14689077231815,3.48822532603712,4.24440587209774,4.1067992194955,4.27579980925912,3.92344553036678,4.41173476590082
"ACER3",5.10056176716432,5.13848076284308,4.9836443582993,5.20582097335431,4.9798837143617,4.96724269255239,4.96402805860615,5.10533806733586,5.05135474093464,4.74644013640656,4.90775257719989,5.25085381450269,4.88073240184476,5.06516837614579
"ACHE",0.830153215896245,0.588284377916101,1.74721195840159,1.41571202680313,1.1779162913328,1.32414693268484,1.29768971646242,1.06198676412154,1.65955230631794,1.39624435114433,1.03682858621244,1.3026446713492,1.52614471441113,1.02529779592448
"ACIN1",4.33473046590647,4.62119836002083,4.40281616422535,4.53619849329828,4.62984194977383,4.40485768872464,4.20216949576403,4.66804463760506,4.10508497755171,4.52457840726672,4.74851079269518,4.54633939001631,4.32508155386514,4.78257310545169
"ACLY",8.48748283527959,8.52764618374227,8.62853057048842,8.42859596349831,8.49897575205967,8.46071486496528,8.60082079976138,8.60909312782833,8.61537546848752,8.56173557720749,8.28845082540218,8.40380795862774,8.63727059568677,8.61071839080443
"ACN9",5.0482370360393,4.68468805138811,4.7298547752292,5.37581843677821,5.40169892899202,4.86869320327702,4.91376091494,4.94994213227889,5.31646017644879,4.7086848775004,4.89283908870629,5.64778274344222,5.08244469739573,5.10814204693782
"ACO1",3.59949914577037,3.36960197196265,3.52730776606979,3.39617127127172,3.71701735578549,4.33506118287228,3.73728051580246,3.16867717149946,3.82027572156302,3.17684430907649,4.25898515448426,3.95352672782241,4.09836767130704,4.09457108024026
"ACO2",4.93439159941623,5.12326070696965,5.06897146096243,5.24289457527396,5.06081033180759,5.18314598290007,5.09871919133576,5.13264507458232,5.15521375751927,5.41417468988186,5.0507692766098,5.11045072587867,5.08244469739573,5.40578345149473
"ACOT1",0.830153215896245,1.77811779261097,1.12052380182476,1.32414693268484,0.464208682208254,1.24019252998779,0.43897782048215,1.81626511696717,0.787673642084884,1.39624435114433,1.03682858621244,1.3026446713492,1.1779162913328,1.35508288612437
"ACOT13",6.2290692271963,6.36307255758107,6.38868707344461,6.41094531084713,6.19731162135283,6.18222847206703,6.38292295816672,6.23767798472812,6.76610191260735,6.26206462051779,6.59503774429602,6.64691633389039,6.50782831079001,6.40941996806917
"ACOT2",3.62021284847573,3.84972982163548,3.94145333487598,3.87485506934692,4.28434413989219,3.82660004482491,3.33186260346097,3.53972352774958,3.9152259694218,4.4111450959845,4.00426177743749,4.25042790620876,3.67129408087836,4.25530964928181
"ACOT4",2.24077562273299,2.15869593981069,2.13943869961447,2.66901037592813,2.36226735616043,2.00905564875107,1.88997180726516,2.25133563872504,2.43051800981801,2.53133012882572,1.80232639314518,2.12274276169619,2.33520241372137,1.77811779261097
"ACOT7",4.99285058944412,5.35250076025233,5.46337814059063,5.21421642280654,5.55084256664554,5.15887836996521,5.34542400217312,5.11630637954753,5.45146000921503,5.51638844453106,5.15042941492919,5.69680523027651,5.32797619566014,5.18689686940699
"ACOT8",3.59949914577037,3.33488949352221,3.417148994166,3.3101504443516,3.14185987962041,3.12218050392321,3.45218633605478,2.74894399635944,3.63582322013607,3.59091128211558,3.40706409002659,3.5948646354961,3.44545715042329,4.09457108024026
"ACOT9",6.91610946639055,6.68693685287597,6.61066362957741,6.41094531084713,6.29320921110202,6.43932786722376,6.45933701207847,6.9265127009304,6.683967052694,6.62100994268272,6.68107962319866,6.51221845968506,6.57176808534939,6.35690353729928
"ACOX1",4.49076890328813,4.73182841718506,4.74894618851764,4.34581180596662,4.59755818289765,4.52261739402969,4.7062914865413,4.54259718639942,4.23665207927852,4.06215416193992,4.5900099194638,4.7412165031315,4.43209290509432,4.48202998625041
"ACOX3",2.46200600335277,1.81982627307059,2.41113297489844,2.61936075254107,2.52211162853995,2.53133012882572,2.58185509874811,2.66801294551669,1.26468313996329,2.24334380561464,2.4281575812127,2.50705711513058,2.44228617394249,2.62626276419999
"ACP1",8.40192981598579,8.26084559520936,8.33945704260715,8.48324063965871,8.44622788735734,8.56343186237763,8.52051022639385,8.22217690011919,8.28532727183159,8.12668706553533,8.50443114016099,8.56173557720749,8.40192981598579,8.47163635413783
"ACP2",4.36225838187021,4.74802424476733,5.00378218926616,4.56745184553462,4.68146003986761,4.55400555394441,4.61105739672076,4.88513372154263,4.8191548028665,5.14196670840229,4.68146003986761,4.58471251630809,4.78772721483895,4.61628662593719
"ACP6",4.63814673016198,4.49611291150083,4.52043047813133,4.72835822110856,4.84489994434724,4.54314008663911,4.32765542174746,4.56565270713926,4.52813978574929,4.14261584113732,4.43493707817691,4.84512485050641,4.65028135948739,4.82980588660822
"ACPL2",2.46200600335277,2.55392398018269,2.68483762539138,2.61936075254107,2.48412035776108,2.98031227141202,3.11051706499101,2.74894399635944,2.43051800981801,2.53133012882572,2.64295419977633,2.58639954154487,2.10733084074487,2.93432157152867
"ACSF2",2.35764490535285,2.53133012882572,2.50910823639202,2.75481136530859,2.83616132483281,3.0761265371006,2.64760489610573,2.53133012882572,1.81626511696717,2.87742960172233,2.64295419977633,2.58639954154487,3.05460403152985,2.87553519528742
"ACSF3",3.63108720478116,3.96983412241944,3.95186300602755,4.0698470357199,4.17475054909677,4.54789530202816,4.3710804037844,4.1200022971678,4.30008507693346,4.06215416193992,3.97918083778347,4.22459188977373,4.18489014798883,4.53802479879157
"ACSL1",3.14021383421192,3.20775296033551,3.47752568851966,3.37450406490658,3.33488949352221,3.44202029511433,3.46976781913897,3.11643902925518,3.12218050392321,2.87742960172233,3.49052505997708,2.86018632819639,3.35197581813795,2.87553519528742
"ACSL3",7.19082300228295,7.45265666640677,7.29693521416795,7.48584855660315,7.30786655640038,7.41708202507362,7.34027988734285,6.92271925344099,7.24130094596538,7.14693227892145,7.34282893974652,7.5208839778148,7.37664941509167,7.34413031938283
"ACSL4",6.93029855532048,6.8322494329104,6.94087026888263,6.70838501277395,6.53652199898367,6.75737641937708,6.78420730047503,6.7716060066223,6.57823268078887,6.73170340949038,6.76078629355566,6.55487838180929,6.71002781300102,6.70814871920572
"ACSL5",1.45633407973582,2.02167495692973,2.10733084074487,1.50927010433163,1.76947933680546,2.11311669634734,2.07955545779138,1.24535872255899,1.81626511696717,2.1365598154784,1.2307133278848,2.23284029788937,2.10733084074487,2.21468121212743
"ACSM3",2.35764490535285,1.88208907258369,1.51811600322338,2.24077562273299,2.52211162853995,1.83953281929405,2.01267998277632,1.81626511696717,2.72904626800673,1.79536210808092,2.12845177644973,2.4281575812127,1.69451969955565,2.10733084074487
"ACSS1",3.19423257153103,3.53861658668814,3.46022039645302,3.36062062994094,3.39617127127172,3.58985298239364,3.33186260346097,3.11643902925518,2.8178455889955,2.69140271069553,3.17684430907649,3.81008008431346,3.23270714802905,3.65423632784508
"ACTA2",5.89483554805901,5.9266809923775,5.67366064719801,5.82350206142343,5.99686889155754,5.83820171883849,5.77128841199415,5.84947072642354,5.54874144060275,5.90309563902537,5.68063221570705,5.60504129641632,5.88529857873353,5.33802757921711
"ACTB",12.6402899150461,12.5496255218937,12.6402899150461,12.4881278019661,12.6402899150461,12.4881278019661,12.5496255218937,12.4109836654578,12.4109836654578,12.4881278019661,12.4881278019661,12.4109836654578,12.4881278019661,12.4109836654578
"ACTG1",12.4109836654578,12.4881278019661,12.4881278019661,12.5496255218937,12.4109836654578,12.3194881828256,12.4881278019661,12.4881278019661,12.4881278019661,12.6402899150461,12.1770025323062,12.5496255218937,12.6402899150461,12.6402899150461
"ACTL6A",4.77410154854652,4.28434413989219,4.43902012302298,3.95352672782241,4.14612461054724,4.21287131992415,4.40485768872464,4.70298602301736,4.70056935815951,4.52457840726672,4.80320625570628,4.7412165031315,4.65028135948739,4.27731802512109
"ACTN1",8.673814502564,8.84796112271826,8.86326131252229,8.26426057573752,8.46220891734693,8.36566473341604,8.53359265668584,9.00553775243713,8.95127280779533,9.05108028480273,8.8658317682395,8.67182798708639,8.59421646493512,8.53815312702959
"ACTN2",0.830153215896245,1.07004099588848,1.80232639314518,1.2307133278848,1.43482640844742,1.51147425272751,0.717954548641876,1.24535872255899,0.787673642084884,1.52204340083387,1.03682858621244,1.48572380980574,1.52614471441113,1.21702768107529
"ACTN4",10.099899412776,10.1703162434784,10.232228531725,10.1425069579488,10.1817162135097,10.232228531725,10.2244634504374,10.2802329616154,10.1425069579488,10.3340105511024,10.1245443532497,10.2802329616154,10.1579563947081,10.3983435503416
"ACTR10",7.05154102392797,7.00632292136001,6.98970398052906,7.56871256582002,7.0635176909322,7.27918198624891,7.55537208197686,6.74730941923741,6.7173320200571,7.13602432502132,6.82338257319918,7.14005604310828,7.01919048747982,7.08177611562363
"ACTR1A",5.78381309296082,5.90104682555002,5.56914680783667,5.77033404622945,5.82967741564287,5.85990851877183,5.80720275547822,5.68666449929921,5.91806864161649,5.92866561821093,5.72638089461112,6.01770522107096,5.84866180300759,5.75734146789247
"ACTR1B",4.19284014796107,3.91684989688597,4.29564616948881,3.9887357125873,4.68753323174817,4.09836767130704,3.99040956268713,4.20216949576403,4.43493707817691,4.14261584113732,4.60980617229392,4.09836767130704,4.15480059403304,3.76752480830088
"ACTR2",8.38257205740307,8.42215241560082,8.32472258353458,8.35423436074894,8.54259953702677,8.38386835075902,8.42215241560082,8.19465776013483,8.35310972157966,8.18158947169499,8.38257205740307,8.55294800298524,8.38257205740307,8.38182565088316
"ACTR3",7.88860426536249,7.8161397482849,7.67671040137205,7.88328875743304,7.65075130736565,8.01854540121037,7.82793583889673,7.73311886643732,7.68445034151492,7.72811840272236,7.80655643706315,7.57293173617594,7.74220691573789,7.70610863990921
"ACTR3B",2.09198697220608,2.20701880878389,2.54968815563112,2.20701880878389,2.24578341462006,1.89332244087253,1.55394984754265,2.15869593981069,2.23284029788937,2.61136237272981,2.01866796606191,1.3026446713492,1.99461740626531,1.50927010433163
"ACTR5",2.85324548102336,2.89320598858578,3.31920337539207,2.40415276812539,3.29686662224828,2.94213941148266,3.12358965559277,3.44944429285337,2.63502875119914,2.81691518511614,3.17684430907649,3.55621058789535,2.99640449359992,3.31390263635466
"ACTR6",5.63616961965887,5.34635153140267,5.5335214256126,5.46611203826571,5.45782386435707,5.65793132607855,5.46385427526771,5.54752302725434,5.54874144060275,5.55175995086909,5.68835177437503,5.54038840043724,5.60981429024731,5.80425881637195
"ACTR8",4.82436877173595,4.9464646838418,4.96677033511761,5.20582097335431,5.20397083423327,5.34619296448481,4.94975187308046,4.88513372154263,4.72266566881082,4.76460423951216,4.86375736157244,4.78840396811996,4.86313574558813,4.96616702059315
"ACTRT3",3.62021284847573,3.73728051580246,3.61780799168006,3.62812291845106,4.04921586922277,4.02711578252602,3.79188009218852,3.26344893703686,3.63582322013607,3.3707885869099,4.03502276615166,3.52512611261012,3.35197581813795,3.80478603652779
"ACVR1",5.17691178799535,5.18256180721284,5.27574121135315,5.06937819335521,5.00396840163067,5.41417468988186,4.82870373010687,4.96402805860615,4.84377434087952,4.94707220967853,5.49281093410123,5.03081160722627,5.42964607192997,5.02225473930183
"ACVR1B",5.01523916296582,5.17124430253854,4.9763770669505,5.77468194153319,5.50024438970168,5.74262902426541,5.45607388266207,5.3019853153917,5.18827501827398,5.06897146096243,5.20034315411793,5.54038840043724,5.13789786881983,5.43024590513229
"ACVR2A",4.74620643470237,4.75234577024699,4.58605330903559,5.02669857156845,4.37437341737624,4.61105739672076,4.32143099475026,4.54259718639942,4.03048077771726,4.8230679655775,4.06215416193992,4.64773476793458,4.43209290509432,4.71914332320696
"ACVR2B",3.59949914577037,3.43703525696155,3.04364920502036,3.28350680369678,3.4146333686779,3.46976781913897,3.33186260346097,3.44944429285337,3.48822532603712,3.70968792367441,3.49052505997708,3.30222269947898,3.67129408087836,3.1340100240671
"ACY1",1.59264058876611,1.67871977406521,1.51811600322338,1.82721276950842,1.76947933680546,2.42584479375502,2.83279027503619,2.25133563872504,2.23284029788937,1.24019252998779,2.33520241372137,2.33277264909417,1.85093261974628,1.9994000553862
"ACY3",0.830153215896245,1.07004099588848,1.35057105303023,1.32414693268484,1.61021599992374,1.70778621029694,1.20646731090508,1.06198676412154,0.787673642084884,1.24019252998779,1.80232639314518,1.48572380980574,1.52614471441113,1.6515546698727
"ACYP1",3.50324421333332,3.44545715042329,3.5843561281674,3.64115064389112,3.88598808355413,3.25777304275265,3.82660004482491,3.80296912059269,4.2028472903669,3.88598808355413,4.32765542174746,3.81008008431346,3.62957825926732,3.80478603652779
"ACYP2",4.09161017525726,4.07820110417173,4.17475054909677,3.32399217590739,3.33488949352221,3.20616490187874,3.6154031348844,3.53972352774958,4.23665207927852,4.46014479854911,3.57426558194065,3.74048897835423,3.44545715042329,3.23140012872438
"ADA",4.56538306743523,4.64723113987457,4.676107785304,4.67912104348414,4.70298602301736,4.57145475842417,4.56641517289346,4.06734674483581,4.98035117407243,4.36496270733123,4.45362320897196,4.78840396811996,4.40818075567837,4.20634175875222
"ADAL",2.99953782079942,2.32764488532012,2.44710950441405,2.93432157152867,2.63502875119914,2.71861647888192,2.91718201733988,1.67871977406521,3.05309903111125,2.34761530057623,2.84056279508573,2.50705711513058,3.29686662224828,2.10733084074487
"ADAM10",7.20248232056158,7.24672975939807,7.31510104931952,6.93858025842829,6.74477418475199,6.84004781410701,6.91802299866219,7.22716477947927,7.21924834315532,7.26409148210689,7.33020417347895,7.09012440353577,6.92824996052509,7.12336925107096
"ADAM15",5.62314203474491,5.88908226206184,5.81735925807645,6.04399756015023,6.32701132129879,6.30338988384616,6.09320475825621,5.34603439756695,5.60666746278043,5.27173843240778,5.48278244331417,5.94652076340216,6.11975332639027,6.00218074394166
"ADAM17",6.10893070849168,6.15226979273051,6.33583641089494,6.31323280753081,6.08092826701243,6.13834605716789,6.15805233226918,5.82922920296643,5.9057251332622,5.85117285216001,6.12714055985638,6.15210064313902,6.01282086983336,6.06885227456803
"ADAM19",2.62626276419999,3.08930422486012,3.0843212684382,2.98191667129266,3.06233168682684,3.23140012872438,3.23270714802905,2.66801294551669,2.72904626800673,3.17684430907649,2.95697793686719,3.25187335438674,3.40416532320429,3.08759925715348
"ADAM1A",2.22232036252238,1.5619699470945,2.47967501073916,2.35764490535285,2.30588370369673,2.00905564875107,1.79045683256912,2.07654091737265,1.97647928582625,2.34761530057623,1.52614471441113,2.00543131472581,2.10733084074487,2.69140271069553
"ADAM23",2.82520364861901,2.59243855712463,3.0843212684382,3.37450406490658,2.99143355187721,3.0761265371006,2.80759167393994,2.88438334390432,2.98191667129266,2.44013728380835,2.71684711098914,1.79536210808092,2.78642377189499,3.82660004482491
"ADAM9",8.1664735821313,8.13397490792265,8.28396004245693,8.09436894971871,7.98745306310993,7.9604219538199,7.90559530820505,8.0577469629509,7.95418672346069,8.02373401884676,8.04486138275426,7.97347028174238,7.93309102161118,7.89668746003825
"ADAMTS1",0.977576449203767,0.744027629571937,1.04552544537136,1.08601957010517,1.61021599992374,1.51147425272751,1.47119708591301,1.55394984754265,1.48572380980574,1.24019252998779,1.2307133278848,1.3026446713492,0.918452426977994,1.77811779261097
