"","ex1_GFP_Rep2_Chip20","ex1_GFP_IFNB1_Rep1_Chip20","ex1_GFP_IFNB1_Rep2_Chip20","ex1_NS5_Rep1_Chip20","ex1_NS5_Rep2_Chip20","ex1_NS5_INFNB1_Rep1_Chip20","ex1_NS5_INFNB1_Rep2_Chip20","ex1_GFP_Rep1_Chip21","ex1_GFP_Rep2_Chip21","ex1_GFP_IFNB1_Rep1_Chip21","ex1_NS5_Rep1_Chip21","ex1_NS5_Rep2_Chip21","ex1_NS5_INFNB1_Rep1_Chip21","ex1_NS5_INFNB1_Rep2_Chip21"
"NUDT15",4.92023232927193,4.80761193686428,5.16365472547213,5.25518008593015,4.94359859266655,4.91425393447483,4.96402805860615,4.83918879743957,4.65235746022989,4.85585670683655,4.9763770669505,5.13721720273178,5.17020552804175,5.18689686940699
"NUDT16",1.99621617971467,1.64054490190138,1.91676259376337,1.69451969955565,1.67497970099358,1.12052380182476,1.39030456407497,2.25133563872504,1.65955230631794,1.91676259376337,2.01866796606191,1.6515546698727,1.37059564198419,1.9994000553862
"NUDT16L1",3.84879371098749,3.92104243315264,3.9111896102038,4.13246781403092,4.20015793016183,4.09836767130704,4.14398402100458,4.4647697800894,4.62957725108433,4.32143099475026,4.37405212777847,4.22459188977373,3.77804762640985,4.65429232673631
"NUDT17",2.33277264909417,2.38743703308424,2.41113297489844,2.06067543924229,2.81511902073048,2.65785513196433,2.58185509874811,2.44925159062714,2.23284029788937,2.53133012882572,3.02033359917188,2.8004456756416,2.10733084074487,2.46656540221786
"NUDT18",2.22232036252238,2.08907703244697,2.24077562273299,2.46656540221786,1.67497970099358,2.23811668887148,2.3680489257277,2.25133563872504,2.89320598858578,2.24334380561464,2.50261016186394,3.05157593621306,2.78642377189499,2.54968815563112
"NUDT19",5.77547223290825,5.63444349470917,5.42716975852194,5.59187683103632,5.43878990273208,5.45229173698703,5.37999137423882,5.52695277663315,5.27125782450877,5.59843334044677,5.56449190839496,5.66889685709845,5.38194657803158,5.50230025308867
"NUDT21",7.79144774583611,7.47550065903251,7.65535124589509,7.66068653295947,7.6452980158477,7.70578680014715,7.83200430846848,7.46471780824345,7.73777452690735,7.67780122760843,7.58681804958262,7.60373327476143,7.44783305664679,7.66232712044878
"NUDT22",2.69140271069553,3.08930422486012,2.95622604530033,3.32399217590739,2.91910520411547,2.85848463477119,3.17280897041616,3.31390263635466,3.24228388707645,3.12218050392321,3.36062062994094,3.15445983172276,2.93432157152867,3.04678221206212
"NUDT3",5.3206917381231,4.92352313890519,5.0934738176183,5.18314598290007,5.10568551803523,5.00341409789923,4.97424152514632,5.18827501827398,5.2403847523625,5.22125138522069,5.10922484916312,5.05672784992292,5.13789786881983,5.46283411893259
"NUDT4",5.55630329422629,5.43863985110481,5.59608205370638,5.8678687161401,5.74299396072927,5.48544691967575,5.60729491185746,5.68666449929921,5.67855551483422,5.70280119791388,5.46283411893259,5.5534568789682,5.56533266889137,5.77468194153319
"NUDT5",7.80988568900451,7.55388993702088,7.64936290446591,8.00423337847233,7.84208109341502,8.01134236535831,7.91828435728265,7.63251962033241,7.98342175647034,7.72811840272236,7.8192429788254,8.07948144308216,7.88690389924111,8.0458230487681
"NUDT6",2.24077562273299,2.35265898144242,1.51811600322338,1.82721276950842,2.48412035776108,2.38743703308424,2.53939115024281,2.15869593981069,1.48572380980574,1.66720483809559,2.01866796606191,1.89332244087253,1.52614471441113,2.54968815563112
"NUDT7",1.88997180726516,2.38743703308424,2.01267998277632,1.82721276950842,2.24578341462006,2.07296126146704,2.12274276169619,1.81626511696717,1.81626511696717,1.52204340083387,1.52614471441113,2.12274276169619,2.78642377189499,1.88997180726516
"NUDT9",4.21861970655887,4.13031542672542,4.08945431835957,4.32702133306736,4.13694423355519,4.45136702801358,4.15267686968604,4.20216949576403,3.95352672782241,4.08429174719724,4.30253729135341,3.98445731227863,3.85791066382923,4.34890234015005
"NUF2",4.00500145757442,3.46627336471696,3.73728051580246,3.78281941679111,4.17475054909677,3.55314765083406,3.97611907126668,3.21639958908658,4.06734674483581,3.91929749626818,4.19145871520671,3.25187335438674,3.62957825926732,3.97918083778347
"NUFIP1",4.30349735082533,4.20216949576403,4.04273670293981,4.30718402474603,3.63582322013607,4.38573580909203,4.09836767130704,3.83163721005177,4.06734674483581,3.63257302188151,4.41173476590082,4.20216949576403,4.34771026197063,4.16223925188065
"NUFIP2",7.21293493476616,7.45133625050301,7.26886217095742,6.81239885641896,6.95561196067726,6.79720792100975,7.07180301222879,7.23188600562431,7.14490156180786,7.27918198624891,6.8525782103123,7.01952130397481,6.98624909399664,7.16757521900012
"NUMA1",6.21955598113549,6.11011533681855,6.15940464778282,6.2290692271963,6.17608387345793,6.35609862610607,6.22466512597765,6.14587003660551,6.15554078875524,6.30974837917703,6.24237642874748,5.94043586105363,6.07120334762864,6.38721861514078
"NUMB",6.70436259790792,6.6775977872275,6.55928871879706,6.24016748717748,6.56372697726658,6.57946856248761,6.34423020030216,6.80954562099702,6.19357772785944,6.39540265032696,6.48201693819241,6.42916453165919,6.67987164648959,6.75339993261664
"NUMBL",5.4597233197045,5.67906232161975,5.70680477087306,5.80687642504636,5.88814503757101,5.71544763542755,5.80001439810939,5.51602834510176,6.07052373033213,5.51638844453106,5.93983381037507,6.0854603655486,5.73366895134643,6.08410856095098
"NUP107",6.09035519974502,5.95919847125074,5.93983381037507,5.9322648697418,6.08908067345584,6.06176917490175,6.09667072577331,5.52695277663315,6.13970185865178,5.92866561821093,6.09320475825621,5.8276647046502,5.93192394282302,5.99621681850942
"NUP133",4.17208850677702,4.53918614755021,4.49929597473639,4.13246781403092,3.74602247730826,3.67530013553449,4.03083831921907,4.03581749865114,4.23665207927852,4.48202998625041,4.43493707817691,4.22459188977373,4.12738580236907,3.85710531315455
"NUP153",6.14999089629331,6.12832566987971,6.14525874803295,5.67366064719801,6.01052100129721,6.17570855118088,5.94960765315901,6.23767798472812,6.36670662868395,6.18023349991599,6.22430176075679,5.93522385730112,5.95929748713667,6.17608387345793
"NUP155",5.94002898486125,6.14851650137787,5.95886167032789,5.54337806025154,5.83820171883849,5.54127052222445,5.57231118765466,5.93173335037397,5.97598564691848,5.89652816583367,5.93983381037507,5.99873983966954,5.66515734246726,5.53467280134804
"NUP160",5.77980628730275,5.93547232974835,5.71194965692732,5.49550871197226,5.5749772436622,5.67893575236113,5.40563175591157,5.71544763542755,5.62147358303857,5.69416174025959,5.57485170003011,5.5534568789682,5.91023437592085,5.55255630975546
"NUP188",6.30076466627577,6.34776656192123,6.31219404525261,6.52309067554713,6.54453284995216,6.87319689600589,7.00290891353033,6.33830561831956,6.32964424099848,6.2263223776204,6.15772931964579,6.35256236719751,6.35625255511033,6.52561136098464
"NUP205",3.88598808355413,3.53861658668814,4.28242299689918,4.0698470357199,3.74602247730826,3.91929749626818,4.20216949576403,4.30008507693346,4.17400733683725,3.32524603391061,4.00426177743749,3.98445731227863,4.00116531289233,4.13862649220661
"NUP210",5.07973339717021,5.07528137790285,5.08632690070042,5.2991174015485,5.28646001695848,5.26952796046735,5.28567646587583,5.41684446778117,5.69981850099096,5.59843334044677,5.40938937237558,5.83567478341444,5.3694628061928,5.56943804662812
"NUP214",5.14521790792221,4.96402805860615,5.27060006328805,5.03230061835103,5.2311706659654,5.33682557729018,5.25449061763187,4.86829059744982,4.96402805860615,5.14196670840229,5.27446127491931,5.39105747118613,5.59187683103632,5.54247923434535
"NUP35",5.16673915780207,5.09871919133576,4.70298602301736,4.94896180144774,4.98572787665697,4.74644013640656,4.73031250947458,4.66804463760506,4.84377434087952,4.66853303353638,4.92288766074575,4.80761193686428,5.09694187060087,4.59755818289765
"NUP37",5.0288670698594,5.28741609991417,4.85585670683655,4.86785142151697,4.86849190036342,4.77902705304705,4.71374415465652,4.49076890328813,4.72266566881082,4.52457840726672,4.93579771260223,4.60635879001759,4.7298547752292,4.67050502596724
"NUP43",5.9941024213816,6.00218074394166,5.84866180300759,6.1895784872201,6.14843175483396,6.20635851187027,5.9964959151076,5.67027086301298,5.738716725067,5.70280119791388,6.15772931964579,6.21623812768149,5.83820171883849,5.94772617258854
"NUP50",6.0790318183928,6.09053542016113,5.94618030417363,5.75903313710703,6.04736549492229,5.95939081074402,5.86027721999946,5.9242457394293,5.96494620171337,5.92866561821093,6.04061614983984,5.71270923249224,6.25029409460864,6.06176917490175
"NUP54",5.24005314547473,5.1529562173661,5.31979413521615,5.10073452870208,5.15193392416873,5.15076968765897,5.22036910408452,5.09275073760596,5.10464218171615,5.17691178799535,4.99011574050717,4.89769651267378,4.98305431232463,5.33008827920843
"NUP62CL",3.91684989688597,4.19145871520671,3.66053699359788,3.9887357125873,4.1207774557932,4.18489014798883,4.16601918369595,3.86004807481165,3.9152259694218,3.46404671691369,3.73728051580246,4.15267686968604,3.62957825926732,3.91768823532563
"NUP85",4.75141832949865,5.06025894778324,4.8633379513604,4.82327480991179,4.88073240184476,4.82047032367254,4.82870373010687,4.82089828247603,5.22487546082537,5.3019853153917,5.23861370331899,5.23941489601781,5.0484187452908,4.89283908870629
"NUP88",5.16673915780207,5.28473310769804,4.98972011496012,5.18314598290007,5.30301613147425,5.32238029749799,5.12662064695045,5.17586731066258,5.41207786615047,4.80363745299883,5.06320011237185,5.40169892899202,5.2423330737169,5.34635153140267
"NUP93",5.7527620577689,5.84823597005055,5.73986661356251,5.71901296996745,5.84936966237837,5.78157461100414,5.73787250093324,6.14587003660551,6.22844678284194,5.78644534799434,5.91738660089554,5.94043586105363,6.13447327576637,6.08410856095098
"NUP98",5.46433040994477,5.18827501827398,5.36049837880109,5.03623045634164,5.19792304384045,5.13789786881983,5.20068029636406,5.47258270596784,5.47646693242206,5.40301971411243,5.68063221570705,5.26184776639474,5.48912934785684,5.15434086857771
"NUPL1",7.10366625668602,6.72174216975598,6.50341526883764,7.04067500390469,6.71065104047171,6.952728903368,6.53128165382447,6.56849705876874,6.21097820026636,6.36359116884372,6.46860184453676,6.37574766582737,6.77263246744546,6.4803133839762
"NUPL2",5.25134959609347,5.10480910131793,5.07784798007417,4.87472976968452,5.0991508455888,4.76890685916613,4.89898411537816,5.0482370360393,5.08579165462001,5.06897146096243,5.13738545119847,5.13721720273178,5.3573347411259,4.74894618851764
"NUPR1",4.40063566581124,4.89769651267378,4.57784694671359,4.54685726694297,4.39556469148701,4.73671875380104,4.63791064017865,4.03581749865114,4.26851642273746,4.52457840726672,4.47205139987755,4.52485635886078,4.15480059403304,4.80010043545847
"NUS1",6.05496725985192,5.7399793272571,5.85862484332386,6.01580947536802,5.92604996275789,5.8276647046502,5.76850790538283,5.81878687683487,5.3876950062523,5.77832207478731,5.68063221570705,6.0263520049647,5.80556205466733,5.73170794101764
"NUSAP1",5.84623510978396,5.70398909856107,5.75734146789247,5.56088183819696,5.61978577932829,5.75031582257734,5.68666449929921,6.04583394013142,6.09320475825621,5.45088874534946,5.86919804736788,5.67918354387048,5.54628749027883,5.77468194153319
"NUTF2",7.90208597189548,8.027083695006,7.9296811140566,8.01034918783678,8.13899822433077,7.86388771343914,8.01959260139935,7.85053832855772,7.91863693229653,7.84512929118554,7.89540481347437,8.06309595311049,8.03791211672361,7.82919038278277
"NVL",4.52349349738329,4.90427159130962,4.98972011496012,4.47822658020918,5.06555318031948,4.68753323174817,4.76166896321978,4.7412165031315,4.74802424476733,4.68949183241597,4.84765682869607,4.35276371113317,4.37469470697401,4.61628662593719
"NXF1",5.76463440324316,5.6222590181294,5.88529857873353,5.73634681180533,5.61407338602487,5.43180702261188,5.66416172487862,5.87683228753931,5.88850981917506,5.99621681850942,5.49281093410123,5.57510278729428,6.01282086983336,5.56185594185967
"NXN",2.35764490535285,2.79684881896983,2.83279027503619,3.1340100240671,3.06233168682684,2.91910520411547,2.53939115024281,2.59644462770465,2.98191667129266,2.44013728380835,2.50261016186394,3.19989709776979,1.99461740626531,3.1340100240671
"NXPE3",4.77410154854652,4.9114522879263,4.69455403494977,4.76214303051773,4.86849190036342,5.21908387198114,4.84377434087952,4.51787702821187,4.58367619123943,4.4111450959845,4.90775257719989,4.78840396811996,4.45667687511386,4.96616702059315
"NXT1",2.30350836595456,2.35265898144242,1.67122042314245,2.13943869961447,1.97647928582625,2.15580281762672,1.69451969955565,2.99640449359992,2.63502875119914,2.44013728380835,2.12845177644973,1.48572380980574,2.10733084074487,2.39378953557186
"O3FAR1",1.19624456330662,1.00529215657191,1.35057105303023,1.32414693268484,1.06198676412154,1.42462202314029,1.29768971646242,1.24535872255899,1.06198676412154,0.817783834962221,1.67122042314245,1.6515546698727,1.37059564198419,1.6515546698727
"OAF",3.19423257153103,3.36960197196265,3.39617127127172,3.44428918255302,3.43589548777942,3.46136302885714,3.84536286325589,2.66801294551669,3.30637472178497,3.78098503347409,3.89441479253697,3.43589548777942,3.89281156600427,3.65423632784508
"OAS1",9.58688998163006,9.6658909712396,9.8297799847129,9.54499279527175,9.51091435029367,9.65153296107747,9.53171475604346,9.86252910461428,9.8130483984117,9.85056859364074,9.73566350553783,9.80232638318549,9.66282686016396,9.90625191444983
"OAS2",7.38064937416259,7.65188163357435,7.71533962007481,7.42106642830844,7.21251653841601,7.25620473823282,7.5139648646021,7.76977471942213,7.89668746003825,7.91863693229653,7.54269833190589,7.84705832738654,7.63726055285807,7.75361864028836
"OAS3",9.72940631616691,9.88865206207196,10.0154726791298,9.59348366009889,9.6658909712396,9.72940631616691,9.8130483984117,9.94134541316493,10.0075449993523,10.1245443532497,9.62987029320655,9.92251470753817,9.86934371392861,9.94134541316493
"OASL",8.70999482080659,8.86069085680508,8.96699180169926,8.39737094017692,8.4962650941609,8.52518860437634,8.65844256332231,8.673814502564,8.73652150598611,9.18245924057222,8.84796112271826,8.36271770927173,8.61071839080443,8.6562168401522
"OAT",5.93442839197418,5.52324616830851,5.87917769949633,5.99560968687597,5.82350206142343,5.66878064934615,5.73333110283493,5.74518259769275,5.72807455950612,5.83127850934447,6.08354196333019,5.79990834553914,5.65780304842417,5.79520707463654
"OAZ1",7.30139115652256,7.03002432534588,6.97261093571325,6.48622960203026,7.24298994828636,7.17167305676367,7.3181293017043,7.41136776385665,7.77981641298211,6.84151584891295,7.73714405554226,7.15100530544986,7.06829065486682,7.43940164448416
"OBFC1",3.91684989688597,4.13031542672542,4.11413636625585,4.08429174719724,3.78000160352951,4.12214460202089,3.81053131852372,3.69651321402975,3.9152259694218,3.74602247730826,4.532651415502,4.50296821053564,4.03581749865114,4.41173476590082
"OBSCN",1.19624456330662,1.81982627307059,1.24535872255899,1.77811779261097,1.76947933680546,1.58841117551664,1.64054490190138,1.67871977406521,1.97647928582625,1.79536210808092,1.52614471441113,1.48572380980574,0.918452426977994,1.50927010433163
"OBSL1",3.07397790100733,2.92229710689441,3.23403485842268,3.4994409933216,3.4146333686779,3.28088039754374,3.21639958908658,3.41076721670938,3.30637472178497,2.94061357208154,3.0682811010415,3.3443270920756,3.49514190978594,3.76752480830088
"OCIAD1",6.74299582515388,6.74924929229825,6.86467473568607,6.73208866883154,6.78054152546494,6.71243519711728,6.63753154727667,6.48051727009338,6.6775977872275,6.41251740729309,6.75597691227806,6.46813758450769,6.60999627454939,6.33846235321632
"OCIAD2",6.75838173018996,6.54333780227377,6.52535057230154,6.86426971951443,7.12478093067086,6.88755655560929,6.93809093498868,6.35578932465688,6.57823268078887,6.36922656785812,6.85575983083654,6.82363441140346,6.61881793828861,6.70814871920572
"OCLM",1.45633407973582,2.28118138040641,2.62626276419999,2.75481136530859,2.30588370369673,2.23811668887148,1.95541610312759,1.67871977406521,1.97647928582625,2.1365598154784,1.80232639314518,2.12274276169619,1.52614471441113,2.46656540221786
"OCLN",5.43850403980053,5.62563329947252,5.7524000411388,5.46337814059063,5.72202943597196,5.44245203424387,5.33435375428234,5.34603439756695,5.47646693242206,5.49248328853056,5.57485170003011,5.17879395366346,5.31245539230541,5.28473310769804
"OCRL",1.94186219169582,1.42462202314029,1.61021599992374,2.33277264909417,2.22232036252238,2.42584479375502,2.07955545779138,1.67871977406521,1.81626511696717,1.66720483809559,2.23811668887148,3.05157593621306,2.22232036252238,2.62626276419999
"ODC1",7.99641340398069,7.60933611047814,7.89959335085964,7.83784498016393,7.92722647536909,7.63332761800298,7.94008086388217,7.87075019184441,7.76922925970469,8.14332212475968,8.1677043164958,7.80799665924789,7.93030115595185,7.68518837476412
"ODF2",2.99953782079942,3.12218050392321,3.05749223877909,2.87043737111781,2.69910641421874,3.25777304275265,2.91718201733988,2.81691518511614,3.73728051580246,2.53133012882572,2.84056279508573,2.58639954154487,2.62626276419999,3.04678221206212
"ODF2L",1.88997180726516,1.67871977406521,1.91676259376337,1.50927010433163,1.76947933680546,2.15580281762672,2.07955545779138,1.41571202680313,1.26468313996329,1.52204340083387,2.4281575812127,2.00543131472581,2.33520241372137,1.9994000553862
"ODF3B",3.28470966953215,3.72940463372145,3.46022039645302,3.32399217590739,3.4146333686779,3.44202029511433,3.57879477633128,4.20216949576403,3.53861658668814,4.4111450959845,3.73728051580246,4.20216949576403,4.34771026197063,4.38868782268816
"OFD1",4.40063566581124,3.95855575547661,4.00198163026996,3.62812291845106,3.53972352774958,3.85710531315455,4.03876279267364,4.25463776126098,3.99461859240264,4.78233497137557,4.32765542174746,3.95352672782241,4.34771026197063,4.03502276615166
"OGDH",5.22980385086686,5.47419937311381,5.57534576636295,5.50390539135001,5.74518259769275,5.71053388706975,5.64778274344222,5.59561976241422,5.30095872072585,5.82275048170741,5.55960588478642,5.70398909856107,5.65780304842417,5.81878687683487
"OGFOD1",6.69464870409475,6.54333780227377,6.67593443896058,6.77307958613437,6.6525162062946,6.46956255129387,6.49712743579601,6.30444058757058,6.28291431737708,6.29516053917642,6.74582941756082,6.48051727009338,6.45147353399912,6.40941996806917
"OGFOD3",3.88598808355413,4.21287131992415,3.70827126106669,4.34581180596662,4.39556469148701,4.13385698821981,4.14398402100458,4.03581749865114,4.32635501128554,4.08429174719724,4.19145871520671,4.27579980925912,4.27296408156001,4.11698995605783
"OGFR",5.96709108907302,6.28756885152427,6.41251740729309,5.87428404186489,5.95474810787895,5.84592200713236,6.04510200261137,6.64305174905692,6.69632526340878,6.95008182276906,6.45933701207847,6.26545325911833,6.43315453327304,6.19923160431479
"OGFRL1",5.50024438970168,5.40871028337877,5.51576807397343,5.74792923457603,5.470835146928,5.40548486047528,5.50455595456025,5.25727372038182,5.01481720344357,5.34029746778923,5.36916147612009,5.05672784992292,5.21266457857738,5.05096177816016
"OGG1",3.62021284847573,3.65002495923972,3.6920513083197,3.94942075595614,3.98283044739851,4.01080716712287,3.70827126106669,3.66053699359788,4.10508497755171,3.50324421333332,3.73728051580246,4.22459188977373,3.85791066382923,3.85710531315455
"OGT",6.47459501000611,6.31737857344255,6.51998705151116,6.44320307045563,6.30641971848211,6.12210994688536,6.21727324974765,6.52374137081948,6.6775977872275,6.48602478277316,6.35563395221193,6.68504713503282,6.50341526883764,6.71304400821114
"OIP5",5.0555489620539,4.75234577024699,4.84489994434724,5.24289457527396,5.42996855930273,5.30600866305821,5.31261686763264,4.98572787665697,5.1211054956495,4.9798837143617,4.9763770669505,5.15093607333418,5.22827500333939,5.22761699664825
"OLA1",7.6484774727583,7.50172636333092,7.51009441027624,7.29498570373407,7.52443217918464,7.356024603636,7.48107702210924,7.37605826509613,7.62262340141735,7.47996631018316,7.58681804958262,7.49662935890452,7.56121629878855,7.66541136305383
"OLFM1",2.09198697220608,1.88208907258369,2.13943869961447,2.84547073841502,2.79416872995611,2.20701880878389,1.82340454153032,2.07654091737265,1.26468313996329,2.69140271069553,2.23811668887148,2.00543131472581,1.99461740626531,2.21468121212743
"OLFM2",2.50705711513058,2.35265898144242,2.47967501073916,2.75481136530859,3.04678221206212,2.63090064716939,2.46200600335277,2.44925159062714,2.33277264909417,3.32524603391061,2.50261016186394,2.23284029788937,2.53831546185955,2.74894399635944
"OLFML2A",2.56723831325246,2.72904626800673,2.41113297489844,2.64295419977633,2.63502875119914,2.42584479375502,2.71773179493553,2.53133012882572,2.53831546185955,2.61136237272981,3.27536307257635,3.05157593621306,2.62626276419999,3.04678221206212
"OLFML3",0.776888238513911,0.830153215896245,1.96620292921843,1.08601957010517,1.67497970099358,1.42462202314029,2.30588370369673,1.41571202680313,1.97647928582625,1.52204340083387,1.91986192554427,1.48572380980574,1.37059564198419,1.02529779592448
"OLR1",4.2451232670934,4.79891710609507,4.9836443582993,4.84467503818807,4.67470726729364,5.07677700275623,4.67148248493069,4.41401671107913,3.48822532603712,4.74644013640656,5.00435649306016,4.50296821053564,5.21266457857738,4.71914332320696
"OMA1",3.53972352774958,3.78770958058495,3.5843561281674,3.65861524414632,3.31328494197597,3.71701735578549,3.84536286325589,3.26344893703686,3.53861658668814,3.32524603391061,3.31526219133452,3.43589548777942,3.35197581813795,3.31390263635466
"ONECUT2",1.83102099748651,2.15869593981069,2.13943869961447,1.69451969955565,2.36226735616043,1.79536210808092,2.01267998277632,2.44925159062714,1.06198676412154,1.66720483809559,1.67122042314245,2.4281575812127,1.69451969955565,1.9994000553862
"OPA1",4.03581749865114,4.07820110417173,3.96624411007732,3.9887357125873,3.94494318230667,4.04273670293981,4.03083831921907,3.97918083778347,3.58985298239364,3.74602247730826,3.83778662557468,4.17734352701383,3.85791066382923,4.16223925188065
"OPHN1",2.85324548102336,2.28118138040641,2.24077562273299,2.46656540221786,2.66701551510526,3.12218050392321,2.80759167393994,2.59644462770465,2.53831546185955,1.52204340083387,2.33520241372137,3.25187335438674,2.78642377189499,2.8178455889955
"OPLAH",1.79536210808092,1.25993359788517,1.80232639314518,1.69451969955565,1.92308382971201,1.58841117551664,1.79045683256912,1.55394984754265,1.81626511696717,1.52204340083387,2.12845177644973,2.33277264909417,2.33520241372137,2.10733084074487
"OPN3",6.7616427334612,6.9482039793946,6.79812203083773,7.18607834342464,6.67931074991667,7.19302798276789,7.10088676542194,6.89968473780998,6.62885611043046,6.93416292667173,6.99459617709974,6.88956731605515,7.10684162653436,7.26409148210689
"OPTN",6.92750699899461,7.08330009217284,7.07033349141039,6.97777350935865,6.66491223891011,6.93524365246351,6.99304926719012,7.11580278898163,6.5220083242138,7.04870814297055,6.95982986574004,6.88956731605515,6.83650862285539,6.89265723640714
"OR1F1",1.45633407973582,1.00529215657191,1.51811600322338,1.41571202680313,1.43482640844742,1.51147425272751,1.69451969955565,1.06198676412154,1.26468313996329,1.39624435114433,1.80232639314518,0.65749843675054,0.918452426977994,1.35508288612437
"ORAI2",2.99953782079942,3.04678221206212,3.55418421157476,3.02949663929009,2.36226735616043,2.85848463477119,2.94213941148266,2.99640449359992,2.89320598858578,3.23005835582837,2.71684711098914,2.50705711513058,2.44228617394249,3.18423309385891
"ORAOV1",4.38242447576203,4.55606205864175,4.54764478124157,4.65074864542336,4.66469374775438,4.38573580909203,4.69455403494977,4.82089828247603,4.35276371113317,4.64620425870535,4.66421694798672,4.46014479854911,4.40818075567837,4.32602939407381
"ORC1",3.53972352774958,3.86046898438145,3.82400508023545,3.67431911665032,3.577814274804,3.55314765083406,3.6154031348844,3.69651321402975,3.86592672095655,4.11413636625585,3.57426558194065,3.70328107496756,3.44545715042329,3.1340100240671
"ORC2",4.90991608124934,4.62119836002083,4.74894618851764,5.08684190836149,4.82436877173595,4.88974646920687,4.41734954936171,4.60929679828734,4.48202998625041,4.60741742247133,4.57005349545404,4.92873260671083,4.69198054638114,4.68854132807123
"ORC3",4.85637136551533,4.2776333248178,4.61257100026253,4.37405212777847,4.07435117512325,4.99555495567302,4.76933836544656,4.34799749226551,4.67634634052959,3.91929749626818,4.87782422013517,4.64773476793458,4.78772721483895,4.61628662593719
"ORC5",4.67050502596724,4.68468805138811,4.83479357394057,4.76214303051773,4.69455403494977,5.00996445312991,4.78389181269337,4.62769324082736,4.96402805860615,4.2189437932753,5.00435649306016,4.60635879001759,4.69198054638114,4.94221370993807
"ORC6",6.11975332639027,6.09529233701961,6.03670442331285,6.16360258252188,6.18188994239429,6.28338509913665,6.05051254096104,5.63344158565141,5.72807455950612,5.88467021351328,6.10858657710077,5.76520597716492,6.11975332639027,6.10724385521211
"ORMDL1",5.10551341598876,5.03063556259839,5.27060006328805,5.45888247217541,5.2384571403213,4.99555495567302,5.32016489208402,4.91943924537959,5.06806603217065,5.10073452870208,5.06320011237185,5.21365733937472,5.20085356266921,4.95278980201812
"ORMDL2",7.02147263999486,7.17802166280985,7.08673668631472,6.9270223808121,7.01041352496616,6.97579336019596,7.01833133309825,6.95446825611849,7.27500926197037,7.11282560978135,7.324652623685,6.93939723635086,7.08618609826195,7.15516386486625
"ORMDL3",4.48202998625041,4.33276621894887,4.3012831499126,4.19952780089347,4.50152449413764,4.57145475842417,4.24222451552099,4.41401671107913,4.10508497755171,4.85585670683655,4.25898515448426,4.39382571941401,4.45667687511386,4.09457108024026
"OS9",5.71142843146884,5.93083339245336,5.76252835665856,5.59187683103632,5.50716269856687,5.82107038176917,5.5005241352783,5.68666449929921,5.67855551483422,5.55175995086909,5.79279136480255,5.67918354387048,5.56533266889137,5.83053882127004
"OSBP",5.06081033180759,5.06025894778324,4.61257100026253,4.65074864542336,4.53711164604493,4.86869320327702,4.6285028966111,5.03044925547263,4.60685975756256,4.9798837143617,4.66421694798672,4.66853303353638,4.86313574558813,5.12075599029918
"OSBP2",4.92023232927193,4.98400780092081,4.71374415465652,5.00378218926616,5.29191832482147,5.24430288379821,5.1511024590094,5.09275073760596,5.03269716077462,5.24200268189205,4.81957990151531,5.31485175018359,5.18630622737147,5.17782075145766
"OSBPL10",4.88430408510401,4.74459822175462,5.11364679182244,4.72241839192684,4.96901760326635,4.6690214294677,4.66469374775438,4.68194187780586,4.77410154854652,4.93047471426941,4.27927642937934,5.04634768944813,4.96520955997374,4.65429232673631
"OSBPL11",5.34635153140267,5.22159775666408,5.19935039515239,5.0647202244495,4.65603975996934,4.96402805860615,4.68707774825086,5.18827501827398,4.79413668937067,4.58780915736671,4.83542838255143,5.29667253027693,5.15416538462533,4.63791064017865
"OSBPL1A",4.40063566581124,4.4417295183792,4.42285100300274,4.64282347890184,4.49076890328813,4.38573580909203,4.18648761782786,3.95023371991197,4.65235746022989,4.06215416193992,4.37405212777847,4.46014479854911,4.09836767130704,4.53802479879157
"OSBPL2",5.8276647046502,5.86766659550985,5.83053882127004,5.60190168382812,5.74299396072927,5.82107038176917,5.58080640841537,5.78431192776056,5.738716725067,5.73656943109323,5.58418911930862,5.42964607192997,5.64754854240955,5.54247923434535
"OSBPL3",5.44922441880155,5.36752032076579,5.470835146928,5.52263866073744,5.51602834510176,5.52682722724472,5.47475113242547,5.0771171385529,5.27125782450877,5.37969407315488,5.42360696337383,4.94746865876959,5.5225009245678,5.21182224199332
"OSBPL5",2.30350836595456,2.35265898144242,2.33277264909417,3.1340100240671,2.96273239590074,3.28088039754374,2.53939115024281,1.67871977406521,2.53831546185955,2.1365598154784,2.71684711098914,3.19989709776979,2.99640449359992,2.54968815563112
"OSBPL6",1.83102099748651,1.77811779261097,1.51811600322338,0.647189747091995,1.06198676412154,1.58841117551664,0.717954548641876,1.41571202680313,1.26468313996329,1.39624435114433,1.80232639314518,1.6515546698727,1.52614471441113,1.50927010433163
"OSBPL7",1.83102099748651,1.81982627307059,1.61021599992374,1.82721276950842,1.76947933680546,1.70778621029694,1.47119708591301,1.81626511696717,1.81626511696717,2.1365598154784,1.52614471441113,2.12274276169619,2.22232036252238,1.50927010433163
"OSBPL8",6.14851650137787,5.8149083560525,5.92906678078314,5.72922259967994,5.84454933402728,5.90266044199222,5.80436566057215,5.83842872786667,5.72807455950612,5.37969407315488,5.86919804736788,5.76520597716492,5.64754854240955,5.89256392637827
